loss,accuracy,val_loss,val_accuracy,lr,epoch_num
5.348182678222656,0.0068441065959632,5.173615455627441,0.0265924558043479,0.0002417429641354,1
5.139213562011719,0.0190114062279462,4.73770809173584,0.0711193531751632,0.0004735668480861,2
4.787884712219238,0.038593154400587,4.199691295623779,0.095238097012043,0.000700814242009,3
4.456191062927246,0.0646387860178947,3.798115968704224,0.1493506431579589,0.0009235526667907,4
4.240835666656494,0.0811787098646164,3.538135528564453,0.1706864535808563,0.0011418487410992,5
4.032605171203613,0.096577949821949,3.345839023590088,0.1892393380403518,0.0009069857769645,6
3.827850580215454,0.1271863132715225,3.142127275466919,0.2312925159931183,0.0006752718472853,7
3.679612398147583,0.1393536180257797,2.9828221797943115,0.2578849792480469,0.0004480225907173,8
3.5246477127075195,0.1632129251956939,2.888972520828247,0.2863327264785766,0.000225172683713,9
3.45168399810791,0.1845057010650634,2.8580434322357178,0.2983920872211456,6.657636731688399e-06,10
3.4295854568481445,0.1855513304471969,2.8515372276306152,0.3061224520206451,0.0002195862180087,11
3.4239654541015625,0.1872623562812805,2.833043098449707,0.3039579391479492,0.0004296217230148,12
3.428541660308838,0.1794676780700683,2.7814383506774902,0.3119975328445434,0.0006355108343996,13
3.4160714149475098,0.1847908794879913,2.7462759017944336,0.299319714307785,0.0008373147575184,14
3.415067672729492,0.1867870688438415,2.692260265350342,0.3017934560775757,0.0010350939119234,15
3.3598592281341557,0.1937262415885925,2.5835654735565186,0.332405686378479,0.0008223049226216,16
3.2887182235717773,0.2058935314416885,2.5488712787628174,0.3379715383052826,0.0006123690400272,17
3.19075083732605,0.2240494340658188,2.4782631397247314,0.3651824295520782,0.0004064782697241,18
3.070845603942871,0.2423003762960434,2.447394609451294,0.3630179464817047,0.0002045733272098,19
3.022993326187134,0.2549429535865783,2.4169507026672363,0.3763141632080078,6.595827471755911e-06,20
2.984638214111328,0.2579847872257232,2.412184000015259,0.3784786760807037,0.0001995119237108,21
3.0009925365448,0.2589353621006012,2.408819913864136,0.3750773072242737,0.0003898068389389,22
3.033314943313598,0.2520912587642669,2.410714626312256,0.3766233623027801,0.0005763450753875,23
3.073082447052002,0.246768057346344,2.426551818847656,0.3586889207363128,0.0007591820904053,24
3.102279663085937,0.2402091324329376,2.368031740188598,0.3834261000156402,0.0009383725700899,25
3.076856851577759,0.2399239540100097,2.3295023441314697,0.3911564648151397,0.0007455829763785,26
3.027121067047119,0.2515209019184112,2.2903902530670166,0.406307965517044,0.0005553783266805,27
2.9251630306243896,0.2684410512447357,2.266094446182251,0.4094001352787018,0.0003688385768327,28
2.8339507579803467,0.2932509481906891,2.2284188270568848,0.4131107032299042,0.00018591004482,29
2.772282600402832,0.3029467761516571,2.204387187957764,0.4226963520050049,6.539827609230997e-06,30
2.7559938430786133,0.3030418157577514,2.202378273010254,0.4199134111404419,0.0001813243434298,31
2.791860580444336,0.2982889711856842,2.223449468612671,0.4177489280700683,0.0003537340380717,32
2.842213630676269,0.2879277467727661,2.218663454055786,0.4180581271648407,0.0005227401270531,33
2.853303909301758,0.2804182469844818,2.2480456829071045,0.4078540503978729,0.0006883928435854,34
2.875532627105713,0.2775665521621704,2.246648073196411,0.3930117487907409,0.0008507418096996,35
2.879011631011963,0.2813688218593597,2.1745731830596924,0.4230055510997772,0.0006760719115845,36
2.812424898147583,0.2918250858783722,2.158440113067627,0.4294990599155426,0.0005037439987063,37
2.7490451335906982,0.3056083619594574,2.1172585487365723,0.4338280856609344,0.000334736512741,38
