loss,accuracy,val_loss,val_accuracy,lr
5.2574238777160645,0.006368821486830711,5.196399688720703,0.007111935876309872,0.0005000000237487257
5.1894707679748535,0.007984790951013565,5.142775058746338,0.017316017299890518,0.0005000000237487257
5.154557704925537,0.010361216962337494,5.125631332397461,0.009894867427647114,0.0005000000237487257
5.136608123779297,0.012547528371214867,5.13908576965332,0.011440940201282501,0.0005000000237487257
5.119778156280518,0.011977186426520348,5.098573684692383,0.016697587445378304,0.0005000000237487257
5.098006725311279,0.014353612437844276,5.077127933502197,0.02133580669760704,0.0005000000237487257
5.064985752105713,0.017870722338557243,5.053499698638916,0.022263450548052788,0.0005000000237487257
5.032742977142334,0.021007604897022247,5.017653465270996,0.02380952425301075,0.0005000000237487257
5.001389980316162,0.02110266126692295,5.007553577423096,0.023191094398498535,0.0005000000237487257
4.970700740814209,0.0240494292229414,4.981313228607178,0.02752009965479374,0.0005000000237487257
4.938242435455322,0.026615969836711884,4.953474044799805,0.0299938153475523,0.00038461541407741606
4.895198822021484,0.031653992831707,4.944314002990723,0.031849104911088943,0.00038461541407741606
4.865854263305664,0.035646386444568634,4.902912139892578,0.03772418200969696,0.00038461541407741606
4.826975345611572,0.037832699716091156,4.944716453552246,0.036178108304739,0.00038461541407741606
4.798931121826172,0.04001901298761368,4.874428749084473,0.03741496428847313,0.00038461541407741606
4.756467819213867,0.04429657757282257,4.823924541473389,0.040816325694322586,0.00038461541407741606
4.734367847442627,0.04762357473373413,4.775697708129883,0.05009276419878006,0.00038461541407741606
4.688422203063965,0.04885931685566902,4.770205974578857,0.04730983451008797,0.00038461541407741606
4.673098087310791,0.053136881440877914,4.722570419311523,0.05163883790373802,0.00038461541407741606
4.631139755249023,0.057034220546483994,4.719535827636719,0.05627705529332161,0.00038461541407741606
4.581591606140137,0.06140684336423874,4.689515590667725,0.05875077471137047,0.00029585801530629396
4.555458068847656,0.06872623413801193,4.651670455932617,0.059369202703237534,0.00029585801530629396
4.512770175933838,0.07129277288913727,4.646053314208984,0.06617192178964615,0.00029585801530629396
4.483082294464111,0.07233840227127075,4.611886024475098,0.06648113578557968,0.00029585801530629396
4.452991485595703,0.07842205464839935,4.580234050750732,0.06926406919956207,0.00029585801530629396
4.41191291809082,0.08222433179616928,4.568271636962891,0.07204700261354446,0.00029585801530629396
4.3808183670043945,0.08564639091491699,4.567471981048584,0.07204700261354446,0.00029585801530629396
4.353416919708252,0.08973383903503418,4.571470737457275,0.07390228658914566,0.00029585801530629396
4.324120998382568,0.08840303868055344,4.509432792663574,0.07482992857694626,0.00029585801530629396
4.284903526306152,0.09667300432920456,4.49766206741333,0.08132343739271164,0.00029585801530629396
4.236417293548584,0.10342205315828323,4.461156368255615,0.08008658140897751,0.0002275830920552835
4.196143627166748,0.10522813349962234,4.4503960609436035,0.08596165478229523,0.0002275830920552835
4.167081832885742,0.11036121845245361,4.393198490142822,0.08874458819627762,0.0002275830920552835
4.137071132659912,0.11539924144744873,4.3947834968566895,0.0933828055858612,0.0002275830920552835
4.098964214324951,0.12062737345695496,4.376942157745361,0.10111317038536072,0.0002275830920552835
4.066796779632568,0.1221482902765274,4.340000629425049,0.0970933809876442,0.0002275830920552835
4.02555513381958,0.12690113484859467,4.321108341217041,0.1057513877749443,0.0002275830920552835
3.998649835586548,0.12975284457206726,4.316740989685059,0.09987631440162659,0.0002275830920552835
3.965280771255493,0.13384030759334564,4.299892425537109,0.10636982321739197,0.0002275830920552835
3.931981086730957,0.13811786472797394,4.287501335144043,0.11131725460290909,0.0002275830920552835
3.891231060028076,0.1477186381816864,4.244253635406494,0.11379097402095795,0.00017506392032373697
3.860689401626587,0.14809885621070862,4.231076240539551,0.11410018801689148,0.00017506392032373697
3.846895456314087,0.15142585337162018,4.228976249694824,0.11657389998435974,0.00017506392032373697
3.7952334880828857,0.16083650290966034,4.201634883880615,0.11440940201282501,0.00017506392032373697
3.777181386947632,0.15941064059734344,4.191307067871094,0.11842919141054153,0.00017506392032373697
3.759387731552124,0.16169200837612152,4.172081470489502,0.12121212482452393,0.00017506392032373697
3.7007594108581543,0.17357414960861206,4.186369895935059,0.1171923279762268,0.00017506392032373697
3.7182090282440186,0.167585551738739,4.161809921264648,0.12430426478385925,0.00017506392032373697
3.648033618927002,0.1791825145483017,4.149144172668457,0.12894248962402344,0.00017506392032373697
3.6495730876922607,0.17718631029129028,4.127560138702393,0.1286332756280899,0.00017506392032373697
3.6108059883117676,0.18336501717567444,4.130234241485596,0.13636364042758942,0.00013466455857269466
3.5884742736816406,0.18659695982933044,4.1119256019592285,0.12708720564842224,0.00013466455857269466
3.5483484268188477,0.18716730177402496,4.091020107269287,0.14131106436252594,0.00013466455857269466
3.5132627487182617,0.2006653994321823,4.079141616821289,0.13265305757522583,0.00013466455857269466
3.5051333904266357,0.20085550844669342,4.1029815673828125,0.13079777359962463,0.00013466455857269466
3.4780538082122803,0.20237642526626587,4.089338779449463,0.13605442643165588,0.00013466455857269466
3.4665350914001465,0.20180608332157135,4.103076457977295,0.1391465663909912,0.00013466455857269466
3.464148998260498,0.20000000298023224,4.050466060638428,0.14162027835845947,0.00013466455857269466
3.4233345985412598,0.2108364999294281,4.063560485839844,0.14038342237472534,0.00013466455857269466
3.3748669624328613,0.2181558907032013,4.0377349853515625,0.144712433218956,0.00013466455857269466
3.3614087104797363,0.21777567267417908,4.03215217590332,0.14780457317829132,0.00010358812141930684
3.3060858249664307,0.22823193669319153,4.012210369110107,0.1474953591823578,0.00010358812141930684
3.321489095687866,0.22509506344795227,4.022711277008057,0.14935064315795898,0.00010358812141930684
3.2965917587280273,0.23431558907032013,4.0111985206604,0.1515151560306549,0.00010358812141930684
3.2927815914154053,0.23326995968818665,3.992215871810913,0.1542980819940567,0.00010358812141930684
3.2662272453308105,0.23488593101501465,4.010207653045654,0.15677179396152496,0.00010358812141930684
3.2499887943267822,0.23726235330104828,4.001692771911621,0.15460729598999023,0.00010358812141930684
3.2252755165100098,0.243536114692688,3.998476028442383,0.1552257239818573,0.00010358812141930684
3.2133209705352783,0.24762357771396637,4.001485824584961,0.15677179396152496,0.00010358812141930684
3.1909825801849365,0.24173003435134888,3.969912528991699,0.15398886799812317,0.00010358812141930684
3.1501376628875732,0.2571292817592621,4.003622055053711,0.15955473482608795,7.968317368067801e-05
3.144756317138672,0.258555144071579,3.984992027282715,0.16326530277729034,7.968317368067801e-05
3.128580331802368,0.26150190830230713,3.9477808475494385,0.16048237681388855,7.968317368067801e-05
3.111114740371704,0.25703421235084534,3.973116636276245,0.16141001880168915,7.968317368067801e-05
3.1173431873321533,0.2589353621006012,3.9537267684936523,0.15955473482608795,7.968317368067801e-05
3.097634792327881,0.26226234436035156,3.9782161712646484,0.16264687478542328,7.968317368067801e-05
3.0745127201080322,0.2611216604709625,3.9557275772094727,0.16171923279762268,7.968317368067801e-05
3.0464203357696533,0.27547529339790344,4.012146472930908,0.1638837307691574,7.968317368067801e-05
3.042140007019043,0.2733840346336365,3.9680469036102295,0.1694495975971222,7.968317368067801e-05
3.02980899810791,0.2703422009944916,3.954310894012451,0.17377860844135284,7.968317368067801e-05
2.985457181930542,0.2804182469844818,3.9800045490264893,0.16821274161338806,6.129474786575884e-05
2.9501290321350098,0.2830798625946045,3.9577620029449463,0.17316018044948578,6.129474786575884e-05
2.9791417121887207,0.2836501896381378,3.9254562854766846,0.17316018044948578,6.129474786575884e-05
2.972398519515991,0.28460076451301575,3.9974544048309326,0.1734693944454193,6.129474786575884e-05
2.9534835815429688,0.28868821263313293,3.9606878757476807,0.167594313621521,6.129474786575884e-05
2.9254684448242188,0.29429659247398376,3.9654805660247803,0.17377860844135284,6.129474786575884e-05
2.9386229515075684,0.2905893623828888,3.979365348815918,0.17161409556865692,6.129474786575884e-05
2.9310412406921387,0.2905893623828888,3.9349608421325684,0.17285095155239105,6.129474786575884e-05
2.909168243408203,0.29534220695495605,3.992457866668701,0.17377860844135284,6.129474786575884e-05
2.8992655277252197,0.30085551738739014,3.921560287475586,0.18119975924491882,6.129474786575884e-05
2.863020181655884,0.3068441152572632,3.943800210952759,0.17316018044948578,4.714980605058372e-05
