loss,accuracy,val_loss,val_accuracy
5.164336681365967,0.014258555136620998,4.7390642166137695,0.0476190485060215
4.627586841583252,0.04933460056781769,4.078066349029541,0.14811378717422485
4.196624755859375,0.0827946737408638,3.6531689167022705,0.20253555476665497
3.8929073810577393,0.12167300283908844,3.3655426502227783,0.25200989842414856
3.662388324737549,0.14961977303028107,3.143857479095459,0.2816945016384125
3.4681503772735596,0.17414449155330658,2.9587392807006836,0.31694495677948
3.3168160915374756,0.19990494847297668,2.8019635677337646,0.34353742003440857
3.1960577964782715,0.22224333882331848,2.726715326309204,0.35466915369033813
3.069093704223633,0.24752852320671082,2.5940029621124268,0.3726035952568054
2.992070436477661,0.25779467821121216,2.512112617492676,0.39363017678260803
2.9274051189422607,0.2703422009944916,2.446514368057251,0.40538033843040466
2.812706470489502,0.28944867849349976,2.373232364654541,0.43073591589927673
2.7498867511749268,0.3039923906326294,2.289987087249756,0.43568336963653564
2.6938140392303467,0.31197717785835266,2.2477588653564453,0.4465058743953705
2.6340322494506836,0.3256653845310211,2.199756145477295,0.4455782175064087
2.5681660175323486,0.34144487977027893,2.143812656402588,0.4588744640350342
2.5287983417510986,0.3471482992172241,2.1030402183532715,0.46722325682640076
2.4631853103637695,0.36074143648147583,2.0640869140625,0.4743351936340332
2.425529718399048,0.3735741376876831,2.039865016937256,0.4799010455608368
2.40024471282959,0.37528517842292786,1.9996678829193115,0.49072355031967163
2.350754737854004,0.3862167298793793,1.9574306011199951,0.4981447160243988
2.333915948867798,0.3859315514564514,1.9269627332687378,0.5043290257453918
2.309187412261963,0.3923954367637634,1.915114402770996,0.5071119070053101
2.2532958984375,0.40313687920570374,1.8846092224121094,0.5043290257453918
2.2287793159484863,0.40313687920570374,1.866980791091919,0.5111317038536072
2.1817145347595215,0.417585551738739,1.8343191146850586,0.5117501616477966
2.1805410385131836,0.41796576976776123,1.8262131214141846,0.5197897553443909
2.1477692127227783,0.42015209794044495,1.787396788597107,0.5290661454200745
2.1013922691345215,0.43517109751701355,1.772588849067688,0.5312306880950928
2.0683162212371826,0.44467681646347046,1.749165415763855,0.5380333662033081
2.0476717948913574,0.44914448261260986,1.7366081476211548,0.5340136289596558
2.0323047637939453,0.45019012689590454,1.7481555938720703,0.5389610528945923
2.0234694480895996,0.45427757501602173,1.7011849880218506,0.5408163070678711
1.9823524951934814,0.47186312079429626,1.6776866912841797,0.5398886799812317
1.951954960823059,0.4706273674964905,1.6591167449951172,0.5429808497428894
1.9501752853393555,0.46701520681381226,1.6520973443984985,0.5476190447807312
1.9274389743804932,0.47471481561660767,1.660573124885559,0.5426716208457947
1.8939231634140015,0.4894486665725708,1.635938048362732,0.5485466718673706
1.8752472400665283,0.48688212037086487,1.6340360641479492,0.5491651296615601
1.8691072463989258,0.48241445422172546,1.6227222681045532,0.5476190447807312
1.8495999574661255,0.488212913274765,1.6135365962982178,0.5525664687156677
1.8450665473937988,0.4912547469139099,1.6035056114196777,0.555040180683136
1.8354718685150146,0.49686312675476074,1.5745927095413208,0.5655534863471985
1.8038990497589111,0.502756655216217,1.569759488105774,0.5717377662658691
1.7831228971481323,0.5098859071731567,1.5816965103149414,0.5686456561088562
1.7824805974960327,0.5128327012062073,1.5631730556488037,0.5698825120925903
1.760328769683838,0.5154942870140076,1.542750597000122,0.5711193680763245
1.7396007776260376,0.5128327012062073,1.5456724166870117,0.5683364272117615
1.746775507926941,0.509220540523529,1.5276398658752441,0.5667903423309326
1.745316982269287,0.5130228400230408,1.5340031385421753,0.5748299360275269
1.6996409893035889,0.5240494012832642,1.504179835319519,0.5748299360275269
1.6842248439788818,0.5299429893493652,1.5136371850967407,0.5785405039787292
1.6954591274261475,0.5325095057487488,1.5070213079452515,0.5803958177566528
1.6830439567565918,0.5297528505325317,1.5008611679077148,0.581632673740387
1.6468603610992432,0.5403992533683777,1.478415846824646,0.585961639881134
1.6505811214447021,0.5437262654304504,1.4888885021209717,0.5828695297241211
1.641972541809082,0.536121666431427,1.484763503074646,0.5847247838973999
1.6021443605422974,0.5477186441421509,1.4592841863632202,0.5927643775939941
1.6159107685089111,0.545342206954956,1.4748579263687134,0.5844155550003052
1.6128209829330444,0.545342206954956,1.4703291654586792,0.5844155550003052
1.6047056913375854,0.5474334359169006,1.479405403137207,0.5844155550003052
1.5893231630325317,0.5542775392532349,1.459229826927185,0.5822510719299316
1.5737437009811401,0.5550380349159241,1.468086838722229,0.5856524705886841
1.5763423442840576,0.5571292638778687,1.453288197517395,0.5940012335777283
1.560328483581543,0.5565589070320129,1.462896704673767,0.5902906656265259
1.5352383852005005,0.5668250918388367,1.4248617887496948,0.604205310344696
1.5559484958648682,0.5572243332862854,1.4521080255508423,0.5878169536590576
1.5421125888824463,0.566159725189209,1.4418866634368896,0.5949288606643677
1.5389132499694824,0.5643535852432251,1.4244252443313599,0.5992578864097595
1.5033364295959473,0.5688213109970093,1.4208431243896484,0.5967841744422913
1.5311137437820435,0.56568443775177,1.4233741760253906,0.6004947423934937
1.5197994709014893,0.5711977481842041,1.4132639169692993,0.5998762845993042
1.4840823411941528,0.5814638733863831,1.4136664867401123,0.6001855134963989
1.497915267944336,0.5749049186706543,1.4154707193374634,0.5980210304260254
1.4736322164535522,0.5753802061080933,1.4104048013687134,0.6020408272743225
1.4813288450241089,0.5764258503913879,1.3930583000183105,0.6045145392417908
